epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,256.961,5.34901,6.11093,4.19943,0.0002,0.01818,0.00017,4e-05,5.12769,4.78348,4.00038,0.067062,0.000332707,0.000332707
2,389.113,4.95576,5.26733,3.76352,0.00325,0.20219,0.00466,0.00133,4.22258,4.19902,3.52445,0.0340554,0.000659446,0.000659446
