               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  57,                1.58,             0.92241,              1.3013,              0.8426,             0.84808,             0.90235,             0.58034,                   0,                   0,                   0,            0.004456,            0.004456,            0.004456
                  58,              1.5843,             0.92947,              1.3127,              0.8509,             0.85939,             0.91057,             0.58726,                   0,                   0,                   0,            0.004357,            0.004357,            0.004357
                  59,              1.5738,             0.91798,              1.3029,             0.83748,             0.87284,             0.91231,             0.59459,                   0,                   0,                   0,            0.004258,            0.004258,            0.004258
                  60,              1.5804,             0.91898,              1.3082,             0.84366,             0.88215,             0.91138,             0.58993,                   0,                   0,                   0,            0.004159,            0.004159,            0.004159
                  61,              1.5684,             0.92005,              1.3031,             0.82204,             0.88557,             0.91007,             0.58661,                   0,                   0,                   0,             0.00406,             0.00406,             0.00406
                  62,              1.5681,             0.90783,              1.3039,             0.83142,             0.88605,             0.90685,              0.5857,                   0,                   0,                   0,            0.003961,            0.003961,            0.003961
                  63,              1.5709,             0.90761,               1.297,             0.85449,             0.87923,             0.91104,             0.58933,                   0,                   0,                   0,            0.003862,            0.003862,            0.003862
                  64,              1.5489,             0.88667,              1.2938,              0.8481,             0.86169,             0.90876,             0.58713,                   0,                   0,                   0,            0.003763,            0.003763,            0.003763
                  65,              1.5551,             0.90528,              1.3022,             0.81071,             0.89718,             0.90265,             0.58889,                   0,                   0,                   0,            0.003664,            0.003664,            0.003664
                  66,              1.5483,             0.88852,              1.2944,             0.87023,             0.85183,             0.90717,             0.58871,                   0,                   0,                   0,            0.003565,            0.003565,            0.003565
                  67,              1.5608,             0.88378,              1.2953,             0.84925,             0.85957,             0.90683,             0.58833,                   0,                   0,                   0,            0.003466,            0.003466,            0.003466
                  68,              1.5521,             0.89108,              1.2902,             0.86569,             0.86715,             0.91117,             0.59155,                   0,                   0,                   0,            0.003367,            0.003367,            0.003367
