                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                  2.479,                 1.2561,                 2.0978,                  0.868,                0.83474,                0.90382,                0.57549,                 2.4021,                 1.2016,                 2.2493,               0.000901,               0.000901,               0.000901
                     12,                 2.4429,                 1.2416,                 2.0828,                0.87187,                0.85628,                0.91104,                0.58715,                 2.3637,                 1.1801,                 2.2309,              0.0008911,              0.0008911,              0.0008911
                     13,                  2.431,                  1.218,                 2.0727,                 0.8515,                0.86153,                0.90618,                0.57139,                 2.3945,                 1.2365,                 2.2458,              0.0008812,              0.0008812,              0.0008812
                     14,                 2.4226,                 1.2021,                 2.0719,                0.86788,                0.83935,                0.90541,                0.58139,                 2.4054,                 1.1823,                 2.2365,              0.0008713,              0.0008713,              0.0008713
                     15,                 2.4184,                 1.1876,                 2.0579,                0.84797,                0.86142,                0.90542,                0.57837,                 2.4009,                 1.1912,                 2.2457,              0.0008614,              0.0008614,              0.0008614
                     16,                 2.4064,                 1.2049,                 2.0732,                0.85437,                0.84887,                0.89899,                0.57742,                 2.3549,                 1.1785,                 2.2166,              0.0008515,              0.0008515,              0.0008515
                     17,                 2.3978,                 1.1565,                 2.0538,                0.87949,                0.83668,                 0.9032,                0.58949,                 2.3507,                 1.1762,                 2.2266,              0.0008416,              0.0008416,              0.0008416
                     18,                 2.4032,                 1.1668,                 2.0475,                0.87425,                0.87886,                 0.9268,                0.58597,                  2.381,                 1.1554,                 2.2175,              0.0008317,              0.0008317,              0.0008317
                     19,                 2.3813,                 1.1735,                 2.0605,                0.84706,                0.85802,                0.90531,                0.57706,                 2.4182,                 1.2194,                 2.2492,              0.0008218,              0.0008218,              0.0008218
                     20,                  2.355,                 1.1283,                 2.0379,                0.86767,                0.84713,                0.90599,                0.58798,                 2.3774,                 1.1939,                  2.231,              0.0008119,              0.0008119,              0.0008119
                     21,                 2.3408,                  1.131,                 2.0386,                0.84761,                0.86317,                0.90958,                0.59361,                 2.3582,                 1.1633,                 2.2296,               0.000802,               0.000802,               0.000802
                     22,                 2.3336,                 1.1186,                  2.035,                0.86369,                0.84903,                0.91786,                0.58611,                 2.3838,                 1.2244,                 2.2287,              0.0007921,              0.0007921,              0.0007921
                     23,                 2.3256,                 1.1066,                 2.0455,                0.86573,                0.83751,                0.90636,                0.59539,                 2.3572,                 1.1721,                 2.2315,              0.0007822,              0.0007822,              0.0007822
                     24,                 2.3303,                 1.1101,                 2.0329,                0.83976,                0.86939,                0.90673,                0.59053,                 2.3682,                 1.1886,                 2.2332,              0.0007723,              0.0007723,              0.0007723
                     25,                 2.3038,                 1.0866,                 2.0364,                 0.8438,                0.86521,                0.90902,                0.58187,                 2.4053,                 1.1686,                 2.2633,              0.0007624,              0.0007624,              0.0007624
                     26,                 2.2797,                 1.0738,                 2.0233,                0.82861,                0.88858,                0.91535,                0.59046,                 2.3617,                 1.2133,                 2.2349,              0.0007525,              0.0007525,              0.0007525
                     27,                 2.2838,                 1.0886,                  2.024,                0.85572,                0.85494,                0.90969,                0.59045,                 2.3535,                  1.231,                 2.2515,              0.0007426,              0.0007426,              0.0007426
                     28,                 2.2668,                 1.0632,                 2.0163,                0.85932,                 0.8674,                0.90714,                0.59637,                 2.3096,                  1.187,                 2.2308,              0.0007327,              0.0007327,              0.0007327
                     29,                 2.2623,                 1.0582,                 2.0112,                0.87283,                 0.8533,                0.91195,                  0.586,                  2.364,                 1.2177,                 2.2445,              0.0007228,              0.0007228,              0.0007228
                     30,                 2.2571,                 1.0637,                 1.9987,                0.85197,                 0.8627,                0.90585,                0.58446,                 2.3934,                 1.2218,                  2.261,              0.0007129,              0.0007129,              0.0007129
                     31,                 2.2426,                 1.0441,                 2.0002,                0.86041,                0.85857,                 0.9141,                0.59426,                 2.3716,                 1.1934,                 2.2547,               0.000703,               0.000703,               0.000703
                     32,                 2.2297,                 1.0495,                 2.0139,                0.85714,                0.83822,                0.90697,                 0.5923,                 2.3753,                 1.1443,                 2.2555,              0.0006931,              0.0006931,              0.0006931
                     33,                 2.2226,                 1.0298,                 1.9996,                 0.8619,                0.85886,                0.90989,                0.59356,                 2.3539,                  1.198,                 2.2424,              0.0006832,              0.0006832,              0.0006832
                     34,                 2.2336,                 1.0624,                 1.9997,                0.85207,                0.84974,                0.90216,                0.58823,                 2.3746,                 1.2046,                 2.2548,              0.0006733,              0.0006733,              0.0006733
                     35,                 2.2083,                  1.025,                 2.0047,                0.86867,                 0.8695,                0.91322,                0.60225,                 2.3497,                 1.2502,                 2.2453,              0.0006634,              0.0006634,              0.0006634
                     36,                 2.1955,                 1.0225,                  1.988,                0.86196,                0.88145,                0.92028,                0.60636,                  2.365,                 1.1915,                 2.2617,              0.0006535,              0.0006535,              0.0006535
                     37,                  2.204,                 1.0139,                 2.0049,                0.87844,                0.85161,                0.91521,                0.59888,                 2.3614,                 1.2291,                 2.2615,              0.0006436,              0.0006436,              0.0006436
                     38,                  2.171,                 0.9965,                 1.9809,                0.86313,                0.85826,                0.90578,                0.59797,                 2.3609,                 1.2274,                 2.2756,              0.0006337,              0.0006337,              0.0006337
                     39,                 2.1701,                 1.0044,                 1.9869,                0.85764,                0.87369,                  0.906,                0.59915,                 2.3864,                  1.215,                 2.2806,              0.0006238,              0.0006238,              0.0006238
                     40,                 2.1631,                0.99464,                 1.9804,                0.86812,                0.86744,                0.90387,                 0.5934,                 2.3926,                 1.2205,                 2.2913,              0.0006139,              0.0006139,              0.0006139
                     41,                 2.1505,                  0.981,                  1.969,                 0.8481,                0.87149,                0.90328,                0.58721,                  2.382,                 1.2302,                 2.2632,               0.000604,               0.000604,               0.000604
                     42,                 2.1419,                0.97189,                 1.9793,                 0.8377,                0.87949,                0.89697,                0.58433,                 2.4034,                 1.2824,                 2.3059,              0.0005941,              0.0005941,              0.0005941
                     43,                 2.1319,                 0.9706,                 1.9855,                0.85162,                0.87645,                0.90172,                0.58642,                 2.3822,                 1.2508,                 2.3096,              0.0005842,              0.0005842,              0.0005842
                     44,                 2.1086,                0.95585,                 1.9627,                 0.8614,                0.88325,                0.91553,                0.59471,                 2.3905,                 1.2001,                 2.3022,              0.0005743,              0.0005743,              0.0005743
                     45,                 2.1179,                0.95917,                 1.9676,                0.83995,                0.88046,                0.90362,                0.59356,                 2.3797,                 1.2236,                 2.2944,              0.0005644,              0.0005644,              0.0005644
                     46,                 2.1087,                0.93539,                 1.9559,                0.85649,                0.86133,                0.90735,                0.59832,                 2.3666,                 1.2371,                 2.2641,              0.0005545,              0.0005545,              0.0005545
                     47,                 2.0988,                0.94504,                 1.9508,                0.85824,                0.86737,                0.89423,                0.59766,                 2.3528,                 1.2707,                 2.2651,              0.0005446,              0.0005446,              0.0005446
                     48,                 2.0837,                0.93177,                 1.9444,                0.86364,                 0.8669,                0.90733,                0.59128,                 2.3832,                 1.2225,                 2.2701,              0.0005347,              0.0005347,              0.0005347
                     49,                 2.0874,                0.94543,                 1.9472,                0.84424,                0.86159,                0.90016,                0.59206,                 2.3629,                 1.2469,                 2.2658,              0.0005248,              0.0005248,              0.0005248
                     50,                  2.062,                0.91713,                 1.9311,                0.82513,                0.88589,                0.90168,                0.58746,                 2.3906,                 1.2855,                  2.261,              0.0005149,              0.0005149,              0.0005149
                     51,                  2.049,                0.90361,                  1.932,                0.85042,                0.84755,                0.89765,                0.58477,                 2.3754,                 1.2789,                 2.2531,               0.000505,               0.000505,               0.000505
                     52,                 2.0548,                 0.9072,                 1.9342,                0.85479,                0.85239,                0.90433,                0.58611,                 2.3872,                  1.247,                 2.2786,              0.0004951,              0.0004951,              0.0004951
                     53,                 2.0511,                0.90625,                 1.9403,                0.85224,                0.86027,                0.89868,                0.58542,                 2.3795,                 1.2838,                 2.2866,              0.0004852,              0.0004852,              0.0004852
                     54,                 2.0169,                 0.9005,                 1.9314,                0.85286,                0.85447,                0.89717,                0.58864,                 2.3877,                 1.2882,                 2.2933,              0.0004753,              0.0004753,              0.0004753
                     55,                  2.009,                0.87843,                 1.9323,                0.85022,                0.85269,                0.90246,                0.59536,                 2.4024,                  1.238,                 2.3147,              0.0004654,              0.0004654,              0.0004654
                     56,                 2.0059,                0.89132,                 1.9264,                0.84211,                0.86175,                0.90278,                0.59169,                 2.4073,                 1.2423,                 2.3145,              0.0004555,              0.0004555,              0.0004555
                     57,                 1.9681,                0.86621,                 1.9255,                0.84525,                0.85177,                0.89925,                0.59048,                 2.3929,                  1.243,                 2.3073,              0.0004456,              0.0004456,              0.0004456
                     58,                 2.0083,                0.87691,                 1.9224,                0.85603,                0.85359,                 0.9073,                0.58725,                 2.3987,                 1.2557,                 2.3043,              0.0004357,              0.0004357,              0.0004357
                     59,                  1.968,                0.86749,                 1.9156,                0.85779,                0.85439,                0.89602,                0.58423,                 2.4083,                 1.2705,                 2.2996,              0.0004258,              0.0004258,              0.0004258
                     60,                 1.9858,                0.86704,                 1.9046,                0.85181,                0.86766,                0.89927,                0.58989,                 2.3921,                 1.2424,                 2.2925,              0.0004159,              0.0004159,              0.0004159
                     61,                 1.9659,                0.85422,                 1.9108,                0.86197,                 0.8451,                 0.9065,                0.59027,                 2.4157,                 1.2314,                 2.3155,               0.000406,               0.000406,               0.000406
                     62,                 1.9537,                0.84875,                  1.907,                0.87498,                0.83826,                 0.8988,                0.58707,                 2.4096,                 1.2436,                 2.3152,              0.0003961,              0.0003961,              0.0003961
                     63,                 1.9491,                0.84052,                  1.904,                0.87913,                0.84228,                0.90335,                0.59218,                 2.4087,                 1.2646,                 2.3079,              0.0003862,              0.0003862,              0.0003862
                     64,                 1.9447,                0.85061,                  1.911,                0.84246,                0.84547,                0.88847,                0.58067,                 2.4518,                  1.266,                 2.3388,              0.0003763,              0.0003763,              0.0003763
                     65,                 1.9229,                0.84021,                 1.8996,                0.87348,                0.83509,                0.89541,                 0.5876,                 2.4441,                 1.2679,                 2.3245,              0.0003664,              0.0003664,              0.0003664
                     66,                 1.9223,                0.81951,                 1.8992,                0.85144,                0.85005,                0.89749,                0.58538,                 2.4388,                 1.2743,                 2.3413,              0.0003565,              0.0003565,              0.0003565
                     67,                 1.9034,                0.82803,                 1.9024,                0.85993,                0.83775,                 0.8939,                0.58729,                 2.4223,                 1.2947,                 2.3408,              0.0003466,              0.0003466,              0.0003466
                     68,                 1.9074,                0.82621,                 1.8902,                0.86571,                0.83824,                0.89291,                0.58426,                 2.4336,                 1.2904,                 2.3352,              0.0003367,              0.0003367,              0.0003367
                     69,                 1.9072,                 0.8317,                 1.8879,                0.83837,                0.86176,                0.89477,                0.58596,                 2.4158,                 1.2924,                 2.3261,              0.0003268,              0.0003268,              0.0003268
                     70,                 1.9037,                 0.8256,                 1.8871,                0.85327,                0.84789,                  0.901,                0.58755,                 2.4266,                 1.3455,                 2.3279,              0.0003169,              0.0003169,              0.0003169
                     71,                 1.8838,                0.80375,                 1.8769,                0.86999,                0.84019,                0.89873,                0.58924,                 2.4327,                 1.3056,                 2.3452,               0.000307,               0.000307,               0.000307
                     72,                 1.8687,                0.81357,                 1.8858,                0.85464,                0.84659,                 0.8977,                0.58982,                 2.4397,                 1.3234,                 2.3367,              0.0002971,              0.0002971,              0.0002971
                     73,                 1.8903,                0.81249,                 1.8847,                0.89255,                0.81791,                0.90548,                0.59057,                 2.4453,                 1.3173,                 2.3266,              0.0002872,              0.0002872,              0.0002872
                     74,                  1.881,                0.80808,                 1.8691,                0.86848,                0.84916,                0.90158,                0.59331,                 2.4375,                  1.323,                 2.3281,              0.0002773,              0.0002773,              0.0002773
                     75,                 1.8494,                0.79922,                 1.8671,                0.87455,                0.84243,                 0.8976,                0.59086,                 2.4417,                 1.3202,                 2.3413,              0.0002674,              0.0002674,              0.0002674
                     76,                 1.8499,                0.79061,                 1.8709,                0.86803,                0.84577,                 0.8913,                0.58435,                 2.4504,                 1.3456,                 2.3467,              0.0002575,              0.0002575,              0.0002575
                     77,                 1.8373,                0.78797,                 1.8706,                 0.8438,                 0.8601,                0.89271,                0.58828,                 2.4454,                 1.3482,                 2.3427,              0.0002476,              0.0002476,              0.0002476
                     78,                 1.8267,                0.77437,                 1.8571,                0.85768,                0.85395,                0.89142,                0.59196,                 2.4563,                  1.327,                 2.3416,              0.0002377,              0.0002377,              0.0002377
                     79,                 1.8107,                0.77629,                  1.859,                0.86147,                0.84723,                0.89908,                0.59169,                 2.4562,                 1.3522,                 2.3614,              0.0002278,              0.0002278,              0.0002278
                     80,                 1.8042,                0.77541,                 1.8544,                 0.8642,                0.83821,                0.89197,                0.58954,                 2.4631,                 1.3194,                 2.3633,              0.0002179,              0.0002179,              0.0002179
                     81,                 1.8278,                0.77436,                 1.8618,                0.88207,                0.83964,                 0.8956,                0.59287,                  2.477,                 1.3176,                 2.3791,               0.000208,               0.000208,               0.000208
                     82,                  1.794,                 0.7704,                 1.8573,                0.83805,                0.86564,                0.89966,                0.59151,                 2.4724,                 1.3359,                 2.3788,              0.0001981,              0.0001981,              0.0001981
                     83,                 1.8086,                0.76401,                 1.8565,                0.85927,                0.85326,                0.90053,                0.58881,                 2.4633,                 1.3489,                 2.3683,              0.0001882,              0.0001882,              0.0001882
                     84,                 1.7986,                0.77184,                 1.8508,                0.86946,                0.83572,                0.89269,                0.58815,                 2.4586,                  1.353,                  2.364,              0.0001783,              0.0001783,              0.0001783
                     85,                 1.7886,                0.75636,                 1.8485,                0.89065,                0.81028,                0.89329,                0.58414,                   2.47,                 1.3711,                 2.3779,              0.0001684,              0.0001684,              0.0001684
                     86,                 1.7693,                0.75641,                 1.8585,                0.86459,                0.83787,                0.89285,                0.58407,                 2.4822,                 1.3352,                 2.3885,              0.0001585,              0.0001585,              0.0001585
