                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     55,                 1.3228,                0.92928,                 1.1525,                0.79794,                0.82417,                0.86497,                0.52405,                 1.2634,                0.85528,                 1.2357,              0.0004654,              0.0004654,              0.0004654
                     56,                 1.3288,                0.93805,                 1.1491,                0.82891,                 0.8152,                0.86611,                0.52986,                 1.2585,                0.83516,                 1.2385,              0.0004555,              0.0004555,              0.0004555
                     57,                 1.3141,                0.92822,                 1.1505,                0.83631,                0.81364,                0.86563,                0.52485,                 1.2627,                0.86643,                 1.2341,              0.0004456,              0.0004456,              0.0004456
                     58,                   1.33,                0.92117,                 1.1483,                0.82087,                0.83147,                0.86886,                0.52153,                 1.2648,                0.84664,                 1.2391,              0.0004357,              0.0004357,              0.0004357
                     59,                  1.317,                0.91691,                 1.1445,                0.80545,                0.82345,                0.86116,                0.52971,                 1.2628,                 0.8281,                 1.2353,              0.0004258,              0.0004258,              0.0004258
                     60,                 1.3306,                0.92593,                 1.1427,                  0.818,                0.82095,                0.85629,                0.52159,                 1.2762,                 0.8407,                 1.2431,              0.0004159,              0.0004159,              0.0004159
                     61,                 1.3251,                0.91408,                 1.1495,                0.82243,                 0.8219,                0.86966,                 0.5265,                  1.261,                0.84877,                 1.2364,               0.000406,               0.000406,               0.000406
                     62,                  1.322,                0.91732,                 1.1462,                0.81925,                 0.8266,                0.86602,                0.52749,                 1.2624,                0.82291,                 1.2338,              0.0003961,              0.0003961,              0.0003961
                     63,                  1.316,                0.90933,                 1.1405,                   0.83,                0.81137,                0.86555,                0.53122,                 1.2599,                0.83782,                 1.2334,              0.0003862,              0.0003862,              0.0003862
                     64,                 1.3207,                0.90993,                 1.1493,                0.82483,                 0.8104,                0.86315,                0.53327,                 1.2589,                0.82775,                  1.233,              0.0003763,              0.0003763,              0.0003763
                     65,                  1.316,                0.90812,                 1.1444,                0.82054,                0.83532,                0.87566,                0.53294,                  1.267,                0.82827,                 1.2316,              0.0003664,              0.0003664,              0.0003664
                     66,                 1.3099,                0.88681,                 1.1376,                0.84449,                0.81261,                0.87271,                0.53084,                 1.2589,                0.81929,                 1.2329,              0.0003565,              0.0003565,              0.0003565
                     67,                 1.3129,                0.90125,                 1.1478,                0.81235,                0.82717,                0.86676,                 0.5328,                  1.257,                0.83563,                 1.2284,              0.0003466,              0.0003466,              0.0003466
                     68,                 1.3069,                0.89387,                 1.1381,                0.81805,                0.83494,                0.86649,                0.53271,                 1.2618,                0.83306,                 1.2304,              0.0003367,              0.0003367,              0.0003367
                     69,                 1.3123,                0.89134,                 1.1415,                0.82168,                0.83005,                  0.872,                  0.531,                 1.2548,                0.81778,                 1.2327,              0.0003268,              0.0003268,              0.0003268
                     70,                 1.3136,                0.90044,                 1.1393,                0.84351,                0.81258,                0.87464,                0.54185,                 1.2539,                0.80676,                 1.2297,              0.0003169,              0.0003169,              0.0003169
                     71,                 1.3123,                 0.8883,                 1.1378,                  0.838,                0.81553,                 0.8691,                0.53634,                  1.251,                0.82226,                 1.2277,               0.000307,               0.000307,               0.000307
                     72,                 1.3028,                0.89574,                 1.1445,                0.82849,                0.83104,                0.87676,                0.54458,                  1.246,                   0.82,                 1.2241,              0.0002971,              0.0002971,              0.0002971
                     73,                 1.3161,                0.88652,                 1.1462,                 0.8374,                0.82015,                0.87001,                0.53409,                 1.2569,                0.82405,                 1.2298,              0.0002872,              0.0002872,              0.0002872
                     74,                 1.3124,                0.88553,                 1.1321,                 0.8364,                0.82667,                0.87293,                0.54156,                  1.245,                0.81793,                 1.2235,              0.0002773,              0.0002773,              0.0002773
                     75,                 1.2986,                0.88152,                 1.1344,                 0.8501,                0.82695,                0.88194,                0.54598,                 1.2467,                0.80912,                 1.2227,              0.0002674,              0.0002674,              0.0002674
                     76,                  1.299,                0.87407,                 1.1378,                0.84188,                0.82713,                0.87777,                 0.5429,                 1.2475,                0.79715,                 1.2261,              0.0002575,              0.0002575,              0.0002575
                     77,                 1.3031,                0.88355,                 1.1407,                0.83369,                0.82697,                0.87964,                0.54045,                 1.2488,                0.81363,                 1.2279,              0.0002476,              0.0002476,              0.0002476
                     78,                 1.3019,                0.87606,                 1.1315,                0.82304,                0.83133,                0.87084,                0.53868,                 1.2492,                0.80242,                  1.225,              0.0002377,              0.0002377,              0.0002377
                     79,                 1.2884,                0.87534,                 1.1327,                0.84507,                0.82365,                0.87416,                0.54323,                 1.2415,                0.80709,                 1.2219,              0.0002278,              0.0002278,              0.0002278
                     80,                 1.2897,                0.86976,                 1.1315,                0.83334,                0.82636,                0.87497,                0.54098,                 1.2456,                0.80091,                 1.2232,              0.0002179,              0.0002179,              0.0002179
                     81,                 1.3025,                0.86989,                  1.133,                0.81934,                0.83466,                0.87749,                0.53486,                 1.2486,                0.81096,                 1.2286,               0.000208,               0.000208,               0.000208
                     82,                  1.291,                0.87262,                 1.1334,                0.81122,                0.83193,                0.87334,                0.53935,                 1.2395,                0.80891,                 1.2192,              0.0001981,              0.0001981,              0.0001981
                     83,                 1.2999,                0.86539,                 1.1348,                 0.8207,                0.83097,                0.87794,                0.53998,                 1.2463,                0.80034,                  1.223,              0.0001882,              0.0001882,              0.0001882
                     84,                 1.2969,                0.86992,                   1.13,                 0.8033,                0.84849,                0.87414,                 0.5371,                 1.2412,                0.80353,                 1.2198,              0.0001783,              0.0001783,              0.0001783
                     85,                 1.2907,                0.85992,                 1.1232,                 0.8504,                0.81149,                0.87898,                0.54063,                 1.2428,                0.79837,                  1.222,              0.0001684,              0.0001684,              0.0001684
                     86,                 1.2907,                0.86452,                 1.1391,                0.84708,                0.81739,                0.88033,                0.54134,                 1.2455,                0.79874,                 1.2223,              0.0001585,              0.0001585,              0.0001585
                     87,                 1.2889,                0.87151,                 1.1318,                0.82168,                0.83225,                 0.8755,                0.53905,                 1.2441,                0.79294,                  1.223,              0.0001486,              0.0001486,              0.0001486
                     88,                 1.2864,                0.86492,                 1.1289,                0.83376,                0.81605,                0.87344,                0.53838,                 1.2389,                0.79256,                 1.2202,              0.0001387,              0.0001387,              0.0001387
                     89,                 1.2838,                0.85226,                 1.1311,                0.83482,                0.82017,                0.88075,                0.54122,                 1.2413,                 0.7927,                 1.2215,              0.0001288,              0.0001288,              0.0001288
                     90,                  1.276,                0.84001,                 1.1226,                0.82594,                0.82985,                0.88369,                0.54199,                  1.242,                0.79519,                 1.2215,              0.0001189,              0.0001189,              0.0001189
                     91,                 1.2568,                0.86986,                 1.1713,                0.83273,                0.83106,                0.88185,                0.54121,                 1.2484,                0.79079,                  1.224,               0.000109,               0.000109,               0.000109
                     92,                 1.2437,                0.85373,                 1.1655,                0.83766,                0.83028,                0.88164,                0.54391,                 1.2484,                0.78869,                 1.2232,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                 1.2493,                0.86007,                 1.1751,                0.83302,                0.83086,                0.87639,                0.53799,                 1.2455,                0.78939,                 1.2228,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                 1.2507,                0.84837,                 1.1677,                0.81431,                0.85127,                0.87821,                0.53752,                 1.2458,                0.79121,                 1.2214,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                 1.2481,                 0.8554,                 1.1686,                0.82368,                0.84395,                0.87795,                0.54018,                 1.2448,                0.78989,                 1.2217,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                 1.2449,                0.85391,                 1.1717,                0.81022,                0.85802,                0.87996,                0.54176,                 1.2463,                0.79111,                 1.2215,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                 1.2386,                0.84277,                 1.1607,                0.81645,                0.84805,                0.87869,                0.54023,                 1.2445,                0.79048,                  1.222,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                 1.2397,                0.85184,                 1.1691,                0.83287,                0.83261,                0.87748,                0.53952,                 1.2455,                0.79214,                 1.2213,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                 1.2445,                0.85071,                 1.1651,                0.82404,                0.84348,                0.87905,                0.54019,                 1.2466,                0.79158,                 1.2213,               2.98e-05,               2.98e-05,               2.98e-05
                    100,                 1.2417,                0.84801,                 1.1765,                0.83846,                0.83096,                0.87836,                0.53977,                 1.2447,                0.79089,                 1.2214,               1.99e-05,               1.99e-05,               1.99e-05
